itemName,date,price1,price10,price100
Viring Shell,09-07-2022,249,3000,54788
Vivacity Mask,09-07-2022,899,8984,99999
Void Mask,09-07-2022,2490,24996,
Voldelor's Foot,09-07-2022,99996,,
Vood,09-07-2022,32998,,
Vortex Wing,09-07-2022,58951,497667,
Vortex's Eye Key,09-07-2022,46994,449997,6418097
Wa Wabbit Hair,09-07-2022,897,7996,
Wa Wabbit's Castle Key,09-07-2022,10984,94996,
Wa Wabbit's Warren Key,09-07-2022,5999,41994,
Wa Wobot Beard,09-07-2022,7690,124980,
Wabbit Bolt,09-07-2022,106,872,9999
Wabbit Paw,09-07-2022,169,1696,16000
Waddict Bar,09-07-2022,300000,,
Waddict Foundry Key,09-07-2022,1995,15200,
Walnut,09-07-2022,50,46,2989
Walnut Qil,09-07-2022,1300,4888,75999
Walnut Sap,09-07-2022,9993,,
Walnut Shell,09-07-2022,310,,
Walnut Wood,09-07-2022,89,396,3299
War's Cap,09-07-2022,17634,122936,
Warguerite Bract,09-07-2022,244,3492,12984
Wastrel Feather,09-07-2022,6643,67998,499995
Watchamatrich Rump,09-07-2022,195,3650,39899
Watchamatrich Tongue,09-07-2022,7735,75895,799999
Water Pandawushu Artefact,09-07-2022,1035,10478,99944
Waterworm,09-07-2022,8,896,19927
Weremoggy Catzino Token,09-07-2022,99991,,
Wewe-Wabbit Blood,09-07-2022,13494,129996,
Whale Salt,09-07-2022,896,11771,109998
Whip Handle,09-07-2022,476,4878,48000
White Boxers,09-07-2022,1500,,
White Rat Mane,09-07-2022,500,6398,68993
White Rat's Pantry Key,09-07-2022,3950,42000,
White Scaraleaf Antennae,09-07-2022,10,178,4883
White Scaraleaf Wings,09-07-2022,238,2285,25799
Whitepaw Wabbit Staff,09-07-2022,538,13999,
Whitish Fang Fur,09-07-2022,59,595,7761
Whitish Fang Paw,09-07-2022,371,1776,14910
Whitish Fang Tail,09-07-2022,82,995,12329
Wild Grass,09-07-2022,59,,
Wild Koalak Scarf,09-07-2022,2591,26998,299999
Wild Mint,09-07-2022,350,,2892
Wild Sunflower Leaf,09-07-2022,300,5597,57998
Wild Sunflower Qil,09-07-2022,17884,,
Wild Sunflower Petal,09-07-2022,29,368,8496
Wind Dojo Key,09-07-2022,1355,20000,
Wind Kwak Feather,09-07-2022,776,9995,30800
Wind Pandawushu Artefact,09-07-2022,1249,13936,98877
Wo Wabbit Hair,09-07-2022,190,1890,32890
Wo Wabbit Stomach,09-07-2022,155,1745,9700
Wobot Helmet,09-07-2022,700,9999,89987
Wobot Wosungwee Fur,09-07-2022,600,6500,42999
Wolling Evening Key Frac ...,09-07-2022,1795,17989,
Wood Pandawushu Artefact,09-07-2022,1200,12800,99665
Wooden Disk,09-07-2022,147,1480,
Woolly Bow Meow Hair,09-07-2022,747,5413,52887
Woolly Piggoth Leather,09-07-2022,400,1297,13884
Worm-Ridden Wood,09-07-2022,194,1720,13538
Worn Coral,09-07-2022,8,414,3990
Worn Lantern,09-07-2022,466,4645,
Worn Oar Wood,09-07-2022,956,9852,
Wreck of the Hesperus Key,09-07-2022,8887,,
Wukang Haiku: Heat,09-07-2022,137999,,
Wukang Haiku: Morning,09-07-2022,77000,,
Wukang Haiku: Sakura,09-07-2022,1999997,,
Wukang Haiku: Thunder,09-07-2022,84990,,
Wukang Haiku: White,09-07-2022,43996,,
Wukin Haiku: Black,09-07-2022,250000,,
Wukin Haiku: Cold,09-07-2022,74999,,
Wukin Haiku: Evening,09-07-2022,120000,,
Wukin Haiku: Scarecrow,09-07-2022,599997,,
Wunkie Tendon,09-07-2022,1000,16000,
Wurmlord's Passage Key,09-07-2022,17885,,
XLII's Metronomicon Key,09-07-2022,21111,,
Xelomorph Symbol,09-07-2022,5000,45000,
Yellow Larva Skin,09-07-2022,11,230,24999
Yellow Mage Metaria,09-07-2022,3367,,
Yellow Metaria,09-07-2022,380,6000,39895
Yellow Piwi Feather,09-07-2022,100,992,9200
Yellow Triam Metaria,09-07-2022,800,,
Yew Sap,09-07-2022,27489,,
Yew Wood,09-07-2022,150,999,3881
Yokai Snowfoux Wool,09-07-2022,774,8397,39973
Yomi Snowfoux Tail,09-07-2022,1097,9469,164998
Yosh,09-07-2022,54999,,
Yuara Pirate Qil,09-07-2022,647,17877,133090
Yuara Pirate Shell,09-07-2022,2085,24990,259997
Zinzolin Prysmaradite,09-07-2022,999953,,
Zoth Disciple's Kneecap,09-07-2022,4888,,
Zoth Fabric,09-07-2022,398,,
Zoth Warrior Shinbone,09-07-2022,395,4075,40198
Abominable Fish Juice,10-07-2022,169000,,
Abyssal Metal,10-07-2022,13193,139298,
Acorn,10-07-2022,397,5800,45699
Adventurer Skull,10-07-2022,939,11995,99000
Aerodynamic Pelt,10-07-2022,650,4897,48997
Agathe,10-07-2022,2900,30922,328000
Agathe Stone,10-07-2022,398,4998,
Air Pikoko Nut,10-07-2022,4198,49984,
Air Pikoko Rump,10-07-2022,874,8885,94000
Airworm,10-07-2022,75,995,16978
Akakwa Akapants,10-07-2022,274,2865,44699
Akornaddikt Acorn,10-07-2022,9698,,
Al Howin's Bristly Sideburns,10-07-2022,1693,3000,37999
Al Howin's False Teeth,10-07-2022,1000,17500,
Alabaster Dreggon Claw,10-07-2022,15496,178998,
Alabaster Dreggon Skin,10-07-2022,420,4298,39976
Alassslash Loincloth,10-07-2022,3597,11959,
Albino Crocodyl's Eye,10-07-2022,7499,74999,
Alliagem,10-07-2022,6349,50000,
Almond Dragoturkey Peak,10-07-2022,77,843,9785
Almond Dragoturkey Tail,10-07-2022,127,1492,10479
Aloevie Rat's Magical Tome,10-07-2022,969,8400,134468
Altdemon Hair,10-07-2022,6994,,
Alteration Potion,10-07-2022,8592,77886,847995
Aluminite,10-07-2022,777,3999,49990
Alyeena Face,10-07-2022,1950,25099,
Alyeena Hair,10-07-2022,2900,27999,420000
Amakna Castle Rat Dung ...,10-07-2022,4333,49999,
Amber,10-07-2022,22,100,
Amber Prysmaradite,10-07-2022,2887,14993,79687
Ambergris,10-07-2022,8966,66989,729999
Ambusher Bud,10-07-2022,549,6800,41700
Ambusher Leaf,10-07-2022,978,13999,131997
Aminita Volva,10-07-2022,19,124,9000
Amorphid Wing,10-07-2022,3552,37996,
Anatak's Scalp,10-07-2022,299998,,
Ancestor Potion,10-07-2022,1238,6990,69999
Ancestral Amber,10-07-2022,98,600,7350
Ancestral Cotton,10-07-2022,820,10900,83300
Ancestral Domain Key,10-07-2022,340,3854,
Ancestral Treechnid Bark,10-07-2022,,4995,
Ancestral Treechnid Bud,10-07-2022,1778,17956,
Ancestral Treechnid Essence,10-07-2022,2497,29999,
Ancestral Treechnid Root,10-07-2022,498,4995,
Ancestral Trout,10-07-2022,12650,,
Ancestral Wood,10-07-2022,31799,339999,
Andespite,10-07-2022,5555,57500,
Anerice's Spike,10-07-2022,13850,118477,
Angular Stone,10-07-2022,3178,32488,
Anomaly Fragment,10-07-2022,59979,348998,
Anti-Whirlpool Ballast,10-07-2022,340000,,
Antrezure Antenna,10-07-2022,19,369,4486
Apewicubic Bearbarian Ear,10-07-2022,3498,37897,600000
Apewicubic Bearbarian V...,10-07-2022,2500,27900,290000
Aquamarine,10-07-2022,2849,17981,189991
Aquamarine Stone,10-07-2022,329,5190,47791
Aquatic Parasite,10-07-2022,3140,18900,319018
Arachmutated Eye,10-07-2022,47,499,9992
Arachnee Leg,10-07-2022,643,5399,42587
Arachnotron Broken Mask,10-07-2022,240,7996,51999
Arak-hai Gland,10-07-2022,144,289,4480
Araknoxious Intestine,10-07-2022,110,898,24990
Archer Voodoo Doll,10-07-2022,80,995,19998
Ardonite,10-07-2022,14331,136878,1279999
Armiscreant Hood,10-07-2022,13495,99999,
Armour Fragment,10-07-2022,17994,145598,
Army of Ticks,10-07-2022,4188,40979,485070
Aroumb,10-07-2022,155555,,
Ash Sap,10-07-2022,3985,,
Ash Wood,10-07-2022,30,194,1440
Aspen Sap,10-07-2022,3500000,,
Aspen Wood,10-07-2022,887,400,2000
Asploda Eye,10-07-2022,386,4484,44857
Asploda Wig,10-07-2022,2300,18687,187980
Asteraw Heart,10-07-2022,7999,87900,
Asteraw Leather,10-07-2022,1899,14999,
Astral Substrate,10-07-2022,34963,345872,
Atcham's Hair,10-07-2022,54998,,
Atomystique Stone,10-07-2022,7443,59992,899999
Atomystique Tephra,10-07-2022,10997,149990,
Atrophied Podgy Tofu Wing,10-07-2022,998,16693,133333
Aubergine,10-07-2022,,843,8888
Awkwood Board,10-07-2022,949,,
Aziz Feather,10-07-2022,239992,,
Azure Prysmaradite,10-07-2022,1896,17992,189990
Babbage,10-07-2022,883,2239,27996
Babyhemoth Relic,10-07-2022,7999984,,
Back-Scratcher Tip,10-07-2022,50000,,
Bacterrible Antenna,10-07-2022,400,3900,92899
Bad Boy Tattoo,10-07-2022,500,9979,76995
Bakelelite,10-07-2022,1449,13994,149985
Baker's Yeast,10-07-2022,90,149,8500
Bakusharna Animal Legend,10-07-2022,3999981,,
Ball of Gobkool Wool,10-07-2022,588,9797,88888
Ballasted Kanonball,10-07-2022,9450,106899,
Bamboo Blowgun,10-07-2022,89,989,13988
Bamboo Sap,10-07-2022,14999,,
Bamboo Wood,10-07-2022,995,9989,35797
Bambooto Stalk,10-07-2022,250,1980,11000
Bandages,10-07-2022,300,4000,49997
Bandijd Tooth,10-07-2022,1199,12991,169945
Bangartifoux Hairs,10-07-2022,185,1498,21999
Barbakle Barb,10-07-2022,360,5799,59990
Barbakle Qil,10-07-2022,28654,222000,
Barbrossa's Ridiculous Be ...,10-07-2022,85,3470,36934
Barbrossa's Shirt,10-07-2022,98,989,19889
Barkritter Bark,10-07-2022,2298,27800,500000
Barkritter Calyx,10-07-2022,169,1657,13199
Barley,10-07-2022,9,40,
Bartyclank Embroidery,10-07-2022,999,30398,
Bartyclank Leather,10-07-2022,478,4765,
Basalt,10-07-2022,64444,,
Bashillus Leg,10-07-2022,756,7399,74000
Bat,10-07-2022,20,293,
Batofu Essence,10-07-2022,1900,29000,399999
Batofu Feather,10-07-2022,137,1399,
Battle of the Crimson Daxv...,10-07-2022,84777,1149848,
Bauxite,10-07-2022,600,3994,17991
Beach Towel,10-07-2022,67,441,14997
Bean,10-07-2022,199,1049,10996
Bearbarian Antichamber Kes,10-07-2022,24395,230000,
Bearded Cod,10-07-2022,1299985,,
Beardrammer Beard Hair,10-07-2022,11994,128892,399998
Beaztinga Fuzz,10-07-2022,1396,11899,74171
Beaztinga Wings,10-07-2022,450,3728,
Beer Tankard,10-07-2022,6494,59988,599998
Behelit,10-07-2022,38999,,
Bell,10-07-2022,1498,14900,67388
Belladonna,10-07-2022,250,2394,6774
Belladonzel,10-07-2022,13859,,
Bellilith Diadem,10-07-2022,28872,328852,
Bendable Crystal,10-07-2022,1500,14995,99880
Bestial Brockhard Claw,10-07-2022,1076,11088,209999
Bestial Brockhard Hair,10-07-2022,49998,,
Bethel Akarna Essence,10-07-2022,729993,,
Bethel Akarna's Tail,10-07-2022,114221,1047975,
Bewitched Wicker,10-07-2022,400,2599,33298
Bewitched Wood,10-07-2022,59,620,6980
Bherb's Gully Key,10-07-2022,336,19999,329995
Big Cannonball,10-07-2022,2795,29999,
Big Phial,10-07-2022,566,4247,33600
Bigbit Pixel,10-07-2022,3000,34974,
Bigheera Ball,10-07-2022,500,34997,
Bigheera Chain,10-07-2022,390,4000,59991
Biltong Carrion,10-07-2022,8000,,
Biltong Meat,10-07-2022,751,7990,44243
Binar,10-07-2022,1428957,,
Bionic Eye,10-07-2022,49,499,
Bizarbwork Scalp,10-07-2022,999,5366,59275
Black Gobball Brain,10-07-2022,1980,,
Black Gobball Leather,10-07-2022,3599,,
Black Gobbly Wool,10-07-2022,,899,6782
Black Rat Essence,10-07-2022,19000,199999,
Black Rat Mane,10-07-2022,1600,14900,213900
Black Rat's Moumousetra ...,10-07-2022,844,4999,
Black Scaraleaf Antennae,10-07-2022,3530,44798,429987
Black Scaraleaf Carapace,10-07-2022,179,3289,18799
Black Scaraleaf Wings,10-07-2022,746,8988,38999
Black Tiwabbit Hair,10-07-2022,399,4398,29994
Black Tiwabbit Headband,10-07-2022,49,594,5700
Black Tofu Eye,10-07-2022,109,1199,10875
Black Wabbit Bobtail,10-07-2022,191,2200,16794
Black Wabbit Paw,10-07-2022,9,57,1900
Black Wo Wabbit Stomach,10-07-2022,230,,29999
Blacksmith Dungeon Key,10-07-2022,1298,14996,
Blastofu Ashes,10-07-2022,199,2300,24867
Blastofu Ember,10-07-2022,430,6988,49999
Bliblido Horn,10-07-2022,5700,96918,
Bliblido Leather,10-07-2022,536,4789,45483
Bliblirect Fabric,10-07-2022,321,3887,22725
Bliblirect Stomach,10-07-2022,1090,10888,129599
Bliblitch Hairs,10-07-2022,868,8776,76479
Bliblitch Leather Strap,10-07-2022,4899,59568,524198
Bliblycerin Hoof,10-07-2022,584,15581,153899
Bliblycerin Tusk,10-07-2022,718,7278,51584
Blodz Uker Skin,10-07-2022,164,1199,13000
Blood Throne Key,10-07-2022,73995,,
Blood-Soaked Carrion,10-07-2022,7875,,
Blood-Soaked Meat,10-07-2022,500,5600,80000
Bloody Carrion,10-07-2022,7860,,
Bloody Fabric,10-07-2022,24998,199998,
Bloody Koalak Boomerang,10-07-2022,9783,259983,
Bloody Koalak Tail,10-07-2022,6185,61895,
Bloody Koalak Tuft,10-07-2022,104,1343,18961
Bloody Meat,10-07-2022,413,3989,39982
Blop Field Key,10-07-2022,999,14997,
Blopshroom Flower,10-07-2022,129,1094,11999
Blopshroom Pollen,10-07-2022,649,8388,89999
Blue Balloon,10-07-2022,267,,
Blue Boxers,10-07-2022,498,,
Blue Carapace,10-07-2022,545,5495,36399
Blue Embers,10-07-2022,6544,61997,
Blue Larva Skin,10-07-2022,598,6900,87896
Blue Mage Metaria,10-07-2022,3105,47491,
Blue Metaria,10-07-2022,370,5375,53000
Blue Piwi Feather,10-07-2022,31,489,6410
Blue Ray,10-07-2022,,1838,3891
Blue Scaraleaf Antennae,10-07-2022,40,400,19499
Blue Scaraleaf Carapace,10-07-2022,60,898,18888
Blue Scaraleaf Wings,10-07-2022,388,897,5994
Blue Spimush Gill,10-07-2022,107,982,11996
Blue Triam Metaria,10-07-2022,998,12493,
Bluebells,10-07-2022,1250,15000,
Blueprint for a Clothes Peg,10-07-2022,7498,,
Bluish Jelly,10-07-2022,281,3887,29980
Blundergus Bandage,10-07-2022,52,1750,9499
Boar Fabric,10-07-2022,23,231,2745
Boar Snout,10-07-2022,460,5891,57396
Boar Tusk,10-07-2022,166,1644,6788
Boble,10-07-2022,169991,,
Bombu Barrel,10-07-2022,29999,,
Bombu Sap,10-07-2022,8869,,
Bombu Wood,10-07-2022,148,1271,4076
Bomma Distributa,10-07-2022,128996,,
Bomma Stomach,10-07-2022,7695,78900,699999
Bone Fragment,10-07-2022,163,1994,17000
Bontarian Rat Hair,10-07-2022,75,299,2222
Boogranny Canine,10-07-2022,66,1950,9997
Boogranny Mojo,10-07-2022,799,9947,189791
Boombardier Hairs,10-07-2022,87,909,14993
Boopig Eye,10-07-2022,267,6600,24897
Boopig Testicles,10-07-2022,5900,74993,940085
Boostache Essence,10-07-2022,11000,131999,
Boostache Moustache,10-07-2022,658,,
Boostoplasm,10-07-2022,358,3396,79985
Boowoldlum Claw,10-07-2022,398,6450,48800
Boowoldlum Magic Testicles,10-07-2022,6700,78899,
Boowolf Fabric,10-07-2022,700,13989,99872
Boowolf Tail,10-07-2022,495,7910,59837
Boowolf Testicles,10-07-2022,699,16000,
Boowonoké Hairs,10-07-2022,645,9866,49898
Boowonoké Scalp,10-07-2022,91,6888,73698
Bottle of Nottlebeck,10-07-2022,7980,79990,
Bow Meow Grass,10-07-2022,1250,15000,
Bowl,10-07-2022,,1500,
Brakmarian Rat Hair,10-07-2022,131,180,1555
Brandon's Heart,10-07-2022,1,10,5581
Brass Propeller,10-07-2022,12486,,
Brassic,10-07-2022,9219,99882,968900
Bread Board,10-07-2022,3999,25200,289998
Breaded Fish,10-07-2022,499,190,4996
Bright Hop,10-07-2022,2897,,
Bright Sack of Potatoes,10-07-2022,3,158,1998
Brikablak Pixel,10-07-2022,1999,20000,
Broken Chafer Helmet,10-07-2022,1050,45935,
Broken Chains,10-07-2022,327,3252,21766
Broken Chokao Chip,10-07-2022,42989,598916,
Broken Helmet,10-07-2022,1,110,
Broken Hinge,10-07-2022,455,3712,36436
Broken Macian Collar,10-07-2022,670,6899,63696
Broken Mask,10-07-2022,950,10993,150000
Broken Royal Tofu Crown,10-07-2022,298,,185379
Broken Trident,10-07-2022,46,869,9966
Broken Wings,10-07-2022,1,10,
Bronze,10-07-2022,588,775,5397
Brown Boxers,10-07-2022,13555,,
Brown Spimush Gill,10-07-2022,751,7970,83092
Brown Warko Boomerang,10-07-2022,140,5998,98991
Brownish Pompom,10-07-2022,12,140,
Brumen Tinctorias's Labo ...,10-07-2022,1697,14996,99999
Brumen's Elixir,10-07-2022,186999,,
Brutasmodan's Jaw,10-07-2022,19999,255000,
Brutatax Embroidery,10-07-2022,1100,11279,
Brutatax Essence,10-07-2022,9400,94997,
Brutatax's Factory Key,10-07-2022,9550,99998,
Bubotron Beak,10-07-2022,8997,,
Bubotron Feather,10-07-2022,2900,32894,329999
Buck Anear Essence,10-07-2022,17995,179998,
Buck Anear Hair,10-07-2022,1499,11899,119994
Buck Anear Scapula,10-07-2022,3290,57799,
Buckshot Tail,10-07-2022,899,,
Bulbiflor Pollen,10-07-2022,20,599,9991
Bulbush Thorn,10-07-2022,80,1057,12933
Burnabwork Skin,10-07-2022,988,8810,55863
Burnt Minotoror Horn,10-07-2022,1200,,
Buzta Ear,10-07-2022,418,4494,24000
Buzta Foot,10-07-2022,2787,19997,
Bwarioch Scalp,10-07-2022,7390,78768,
Bwork Archer Briefs,10-07-2022,1,5,199
Bwork Archer Scalp,10-07-2022,431,964,5057
Bwork Dungeon Key,10-07-2022,646,4994,21834
Bwork Epaulette,10-07-2022,11,45,2477
Bwork Helmet,10-07-2022,4,99,8990
Bwork Maqus Beard Hair,10-07-2022,50,694,1999
Bwork Magus Book,10-07-2022,5,193,2397
Bworker Essence,10-07-2022,199499,,
Bworker Hide,10-07-2022,6899,69999,699999
Bworker Nail,10-07-2022,17993,164931,1789000
Bworker Token,10-07-2022,23998,277776,
Bworker's Cave Key,10-07-2022,6691,59700,
Bworkette Essence,10-07-2022,789,29980,
Bworkette Hair,10-07-2022,647,75992,45499
Bworkette Skin,10-07-2022,699,3890,
Bytbul Palp,10-07-2022,1444,13887,179999
Cactana Scroll,10-07-2022,379,4490,37299
Caimaneedy! Doll,10-07-2022,8552,85895,
Calleyat Ear,10-07-2022,1175,18900,
Cannicodyl Canine,10-07-2022,20000,98965,
Cannon Dorf Ball,10-07-2022,75,1111,39968
Capoei Rat Shorts,10-07-2022,350,3837,41397
Capsaaloock Hair,10-07-2022,9300,,
Capsaaloock Leather,10-07-2022,600,,
Captain Meno's Ship Key,10-07-2022,113099,1725837,
Captain Scarlight Essence,10-07-2022,19998,250000,
Captain Scarlight's Heart,10-07-2022,2383,15854,319999
Caramel Rabmajoke #1,10-07-2022,998,9988,
Caramel Rabmajoke #2,10-07-2022,1595,,
Caramel Rabmajoke #3,10-07-2022,460,,
Caramel Rabmajoke #4,10-07-2022,899,,
Caramel Rabmajoke #5,10-07-2022,435,,
Caramel Rabmajoke #6,10-07-2022,458,,
Caramel Rabmajoke #7,10-07-2022,392,,
Caramel Rabmajoke #8,10-07-2022,679,,
Carbon Paper,10-07-2022,549,3749,36900
Carniflora,10-07-2022,479,4987,98000
Cashew Nut,10-07-2022,21,212,1900
Castuc Cocktail,10-07-2022,48328,,
Castuc Juice,10-07-2022,1989,15998,
Castupod Flower,10-07-2022,689,6975,29997
Catichan's Collar,10-07-2022,3798,39899,
Catseye Challenge Key,10-07-2022,7999,77726,
Catseye's Die,10-07-2022,99999,,
Catsquatch Tail,10-07-2022,993,12982,
Cauldini Essence,10-07-2022,18980,160000,
Cauldini Fabric,10-07-2022,14796,,
Cauldini's False Face,10-07-2022,1998,17895,228999
Cave Gobball Brain,10-07-2022,80,1497,
Cawwot,10-07-2022,780,8988,96498
Cawwotman Leaves,10-07-2022,5439,35553,
Celestial Bearbarian Essence,10-07-2022,44999,449985,
Celestial Bearbarian Hamate,10-07-2022,8999,,
Celestial Bearbarian Tail,10-07-2022,3394,24870,
Celestial Wool,10-07-2022,189,2000,30999
Chafer Archer Arrow,10-07-2022,7,39,
Chafer Archer Thighbone,10-07-2022,31,440,4440
Chafer Bone,10-07-2022,9,89,
Chafer Foot Soldier's Sur...,10-07-2022,899,9996,210000
Chafer Lancer Leather Brief:,10-07-2022,90,995,9895
Chafer Skull,10-07-2022,289,3997,29986
Chak Rat's Collar,10-07-2022,1600,17800,209966
Chamber of Tal Kasha Key,10-07-2022,18562,125000,
Chance Biscuit,10-07-2022,798,6777,39497
Charred Ones' Blood,10-07-2022,1999,38899,
Cheeken Cloaca,10-07-2022,493,4400,40889
Cheeken Plait,10-07-2022,10975,119989,1500000
Cherry,10-07-2022,496,290,2485
Cherry Sap,10-07-2022,9984,,
Cherry Wood,10-07-2022,189,982,6971
Chestnut Sap,10-07-2022,3500,,
Chestnut Wood,10-07-2022,22,237,1799
Chewed-Up Helmet,10-07-2022,229,2250,
Chika Rat's Lance,10-07-2022,55,500,49994
Chimeric Feather,10-07-2022,493,5991,60000
Chocolate Fur,10-07-2022,24,489,
Chocoligarch Diadem,10-07-2022,428,3776,
Chocomancer Bar,10-07-2022,299998,,
Chocopingwin Stomach,10-07-2022,830,8000,
Chocosnailmet Coating,10-07-2022,49,250,
Chokao Priestess's Embre...,10-07-2022,665,2990,
Chokao Temple Key,10-07-2022,99865,1917600,
Chrysonefantine Scarab,10-07-2022,4295,43899,
Citronana,10-07-2022,1110,11886,119738
Clakoss,10-07-2022,9800,,
Clay Dragoss Scale,10-07-2022,542,3880,38697
Clay Dragoss Shell,10-07-2022,175,1280,19999
Clay Dreggon Egg,10-07-2022,100,1033,10989
Clay Dreggon Shell,10-07-2022,60,698,6985
Climbing Rope,10-07-2022,3989,63991,
Coagulated Blood,10-07-2022,1584,15988,
Coal,10-07-2022,99,1099,7772
Coal Dragoss Scale,10-07-2022,115,1983,
Coal Dragoss Shell,10-07-2022,144,1262,19896
Coal Dreggon Egg,10-07-2022,7,149,
Coal Dreggon Shell,10-07-2022,470,4780,57698
Cobalt,10-07-2022,450,2599,22189
Coco Blop Flower,10-07-2022,279,2331,24797
Coco Key Fragment,10-07-2022,599,7500,
Coco Koalak Hair,10-07-2022,145,1862,19989
Cod,10-07-2022,320,1396,3957
Colousses Essence,10-07-2022,48000,,
Colousses Gland,10-07-2022,7777,43991,
Colousses's Meowsoleum ...,10-07-2022,19999,218500,
Contaminated Carrion,10-07-2022,4496,47999,
Contaminated Meat,10-07-2022,97,748,7699
Copper,10-07-2022,196,1959,4232
Copy of the Bandit Hideo ...,10-07-2022,1998,,
Copy of the Cania Map 1-3,10-07-2022,360000,,
Copy of the Cania Map 2-3,10-07-2022,270000,,
Copy of the Cania Map 3-3,10-07-2022,1499994,,
Coral Prysmaradite,10-07-2022,3990,39813,
Coralator Coccyx,10-07-2022,98,910,9984
Coralator Fabric,10-07-2022,980,13998,
Corn,10-07-2022,49998,390,3369
Corrode,10-07-2022,1099997,,
Corrupted Sprouts,10-07-2022,9490,76899,
Corruption Essence,10-07-2022,499000,,
Corruption's Horn,10-07-2022,29000,244732,
Count Harebourg Essence,10-07-2022,837999,,
Count Harebourg's Bandz ...,10-07-2022,33998,348774,
Count Harebourg's Dunge ...,10-07-2022,87443,,
Count Harebourg's Scapula,10-07-2022,28999,293956,
Count Razof Essence,10-07-2022,65000,,
Count Razof Hair,10-07-2022,5199,44997,
Counterfeit Royal Seal,10-07-2022,323,2549,25000
Crab Pincer,10-07-2022,789,8498,59999
Crab Surimi,10-07-2022,5,200,2185
Crabeye Eye,10-07-2022,497,3136,26496
Crabeye Pincer,10-07-2022,70,536,4300
Craboral Pincer,10-07-2022,9,86,1894
Crabtun Lantern,10-07-2022,17988,225449,1999999
Crackler Heart,10-07-2022,9,330,3797
Crackler Stone,10-07-2022,80,886,3993
Crackler's Gold Tooth,10-07-2022,400,4994,
Cracklers Rocky Peaks Key,10-07-2022,1884,24000,290399
Cracklope Eye,10-07-2022,210,2695,19538
Cracklope Tongue,10-07-2022,1872,25996,233902
Crambo Arrow,10-07-2022,3373,33699,
Crimson Pebble,10-07-2022,4900,34740,319929
Crimson Prysmaradite,10-07-2022,377953,3451677,
Critus,10-07-2022,899888,,
Crobak Foot,10-07-2022,300,3899,31800
Crocabulia Essence,10-07-2022,9869,,
Crocabulia Skin,10-07-2022,,1500,
Crocabulia Tooth,10-07-2022,1600,49885,
Crocabulia's Broken Horn,10-07-2022,8000,90000,
Crocodyl Bone,10-07-2022,73,699,12663
Crocodyl Chief Scale,10-07-2022,1199,11977,119970
Crocodyl Chief Skull,10-07-2022,145,2385,24498
Crocodyl Scale,10-07-2022,198,1997,28797
Crocodyl Teeth,10-07-2022,1793,24991,349968
Cromagmunk Acorn,10-07-2022,2092,16862,99995
Cromagmunk Tail,10-07-2022,793,9397,189968
Croquette,10-07-2022,845,8897,88959
Cross Strich Egg,10-07-2022,2995,,
Cross Strich Essence,10-07-2022,15499,149999,
Crovus Eye,10-07-2022,660,6984,
Crovus Feather,10-07-2022,295,3058,24695
Crowfox Hair,10-07-2022,800,8970,89983
Crunchery Key,10-07-2022,3498,17498,
Crunchler Heart,10-07-2022,149,1200,
Crunchy Bar,10-07-2022,794940,,
